cod_universidad,des_universidad,anio,des_capitulo,des_articulo,des_concepto,des_subconcepto,des_partida,des_seccion,des_servicio,des_unidad_de_coste,des_organica_libre_1,des_organica_libre_2,fecha_referencia,credito_inicial,modificaciones,credito_total,derechos_reconocidos_netos,recaudacion_neta
010,Universidad-Complutense-de-Madrid,2022,TRANSFERENCIAS-DE-CAPITAL,DE-LA-ADMINISTRACION-DEL-ESTADO,DEL-MINISTERIO-DE-UNIVERSIDADES,INVESTIGACION-MINISTERIO-DE-UNIVERSIDADES,Investigacion-Ministerio-de-Universidades,VR-INVESTIGACION-Y-T,SV-INVESTIGACION,no-informado,no-informado,no-informado,2022-01-01T00:00Z,13496958,0,13496958,0,0
010,Universidad-Complutense-de-Madrid,2022,TRANSFERENCIAS-DE-CAPITAL,DE-COMUNIDADES-AUTONOMAS,DE-LA-COMUNIDAD-DE-MADRID,CONSEJERIA-EDUCACION-PLAN-REGIONAL-INVESTIGACION,Consejeria-Educacion-Plan-Regional-Investigacion,VR-INVESTIGACION-Y-T,SV-INVESTIGACION,no-informado,no-informado,no-informado,2022-01-01T00:00Z,8401571.31,0,8401571.31,0,0
010,Universidad-Complutense-de-Madrid,2022,TRANSFERENCIAS-DE-CAPITAL,DE-COMUNIDADES-AUTONOMAS,DE-OTRAS-COMUNIDADES-AUTONOMAS,DE-OTRAS-COMUNIDADES-AUTONOMAS,De-Otras-Comunidades-Autonomas,VR-INVESTIGACION-Y-T,SV-INVESTIGACION,no-informado,no-informado,no-informado,2022-01-01T00:00Z,65000,0,65000,0,0
010,Universidad-Complutense-de-Madrid,2022,TRANSFERENCIAS-DE-CAPITAL,DE-FAMILIAS-E-INSTITUCIONES-SIN-FINES-DE-LUCRO,DE-FAMILIAS-E-INSTITUCIONES-SIN-FINES-DE-LUCRO,OTRAS-TRANSF-DE-FAMILIAS-E-IN-SIN-FINES-DE-LUCRO,Otras-Transf-de-Familias-e-In-sin-fines-de-lucro,VR-INVESTIGACION-Y-T,SV-INVESTIGACION,no-informado,no-informado,no-informado,2022-01-01T00:00Z,262800,0,262800,0,0
010,Universidad-Complutense-de-Madrid,2022,TRANSFERENCIAS-DE-CAPITAL,DEL-EXTERIOR,DE-LA-UNION-EUROPEA,PROYECTOS-EUROPEOS,Proyectos-Europeos,VR-INVESTIGACION-Y-T,SV-INVESTIGACION,no-informado,no-informado,no-informado,2022-01-01T00:00Z,920000,0,920000,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,OTROS-INGRESOS-PROCEDENTES-DE-PRESTACION-SERVICIOS,INGRESOS-CAIS,INGRESOS-CAIS,Ingresos-CAIs,VR-INVESTIGACION-Y-T,ADM-CC-A-I.,no-informado,no-informado,no-informado,2022-01-01T00:00Z,800000,0,800000,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,OTROS-INGRESOS-PROCEDENTES-DE-PRESTACION-SERVICIOS,OTROS-INGRESOS-POR-PRESTACION-DE-SERVICIOS,OTROS-INGRESOS-POR-PRESTACION-DE-SERVICIIOS,Otros-Ingresos-por-Prestacion-de-Serviciios,VR-INVESTIGACION-Y-T,FGUCM,no-informado,no-informado,no-informado,2022-01-01T00:00Z,0,0,0,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,REINTEGROS-DE-OPERACIONES-CORRIENTES,REINTEGROS-DE-EJERCICIOS-CERRADOS,REINTEGROS-DE-EJERCICIOS-CERRADOS,Reintegros-de-Ejercicios-Cerrados,VR-INVESTIGACION-Y-T,FGUCM,no-informado,no-informado,no-informado,2022-01-01T00:00Z,0,0,0,0,0
010,Universidad-Complutense-de-Madrid,2022,TRANSFERENCIAS-DE-CAPITAL,DE-LA-ADMINISTRACION-DEL-ESTADO,DEL-MINISTERIO-DE-EDUCACION-Y-FORMAC-PROFESIONAL,CONTRATOS-Y-PROGRAMAS-OTRI---MEFP,Contratos-y-Programas-OTRI---MEFP,VR-INVESTIGACION-Y-T,FGUCM,no-informado,no-informado,no-informado,2022-01-01T00:00Z,7000,0,7000,0,0
010,Universidad-Complutense-de-Madrid,2022,TRANSFERENCIAS-DE-CAPITAL,DE-LA-ADMINISTRACION-DEL-ESTADO,DEL-MINISTERIO-DE-CIENCIA-E-INNOVACION,INVESTIGACION-MINISTERIO-DE-CIENCIA-E-INNOVACION,Investigacion-Ministerio-de-Ciencia-e-Innovacion,VR-INVESTIGACION-Y-T,FGUCM,no-informado,no-informado,no-informado,2022-01-01T00:00Z,12278750,0,12278750,0,0
010,Universidad-Complutense-de-Madrid,2022,TRANSFERENCIAS-DE-CAPITAL,DE-LA-ADMINISTRACION-DEL-ESTADO,DE-OTROS-MINISTERIOS,INVESTIGACION-OTROS-MINISTERIOS,Investigacion-Otros-Ministerios,VR-INVESTIGACION-Y-T,FGUCM,no-informado,no-informado,no-informado,2022-01-01T00:00Z,100000,0,100000,0,0
010,Universidad-Complutense-de-Madrid,2022,TRANSFERENCIAS-DE-CAPITAL,DE-ORGANISMOS-PUBLICOS-DEL-ESTADO,DE-ORGANISMOS-PUBLICOS-DEL-ESTADO,CONTRATOS-Y-PROGRAMAS-OTRI,Contratos-y-Programas-OTRI,VR-INVESTIGACION-Y-T,FGUCM,no-informado,no-informado,no-informado,2022-01-01T00:00Z,20000,0,20000,0,0
010,Universidad-Complutense-de-Madrid,2022,TRANSFERENCIAS-DE-CAPITAL,DE-COMUNIDADES-AUTONOMAS,DE-LA-COMUNIDAD-DE-MADRID,CONSEJERIA-EDUCACION-PLAN-REGIONAL-INVESTIGACION,Consejeria-Educacion-Plan-Regional-Investigacion,VR-INVESTIGACION-Y-T,FGUCM,no-informado,no-informado,no-informado,2022-01-01T00:00Z,4370000,0,4370000,0,0
010,Universidad-Complutense-de-Madrid,2022,TRANSFERENCIAS-DE-CAPITAL,DE-COMUNIDADES-AUTONOMAS,DE-LA-COMUNIDAD-DE-MADRID,CONTRATOS-Y-PROGRAMAS-OTRI,Contratos-y-Programas-OTRI,VR-INVESTIGACION-Y-T,FGUCM,no-informado,no-informado,no-informado,2022-01-01T00:00Z,230000,0,230000,0,0
010,Universidad-Complutense-de-Madrid,2022,TRANSFERENCIAS-DE-CAPITAL,DE-CORPORACIONES-LOCALES,DE-CORPORACIONES-LOCALES,CONTRATOS-Y-PROGRAMAS-OTRI---AYUNTAMIENTO-MADRID,Contratos-y-Programas-OTRI---Ayuntamiento-Madrid,VR-INVESTIGACION-Y-T,FGUCM,no-informado,no-informado,no-informado,2022-01-01T00:00Z,10000,0,10000,0,0
010,Universidad-Complutense-de-Madrid,2022,TRANSFERENCIAS-DE-CAPITAL,DE-EMPRESAS-PRIVADAS,DE-EMPRESAS-PRIVADAS,CONTRATOS-Y-PROGRAMAS-OTRI,Contratos-y-Programas-OTRI,VR-INVESTIGACION-Y-T,FGUCM,no-informado,no-informado,no-informado,2022-01-01T00:00Z,4500000,0,4500000,0,0
010,Universidad-Complutense-de-Madrid,2022,TRANSFERENCIAS-DE-CAPITAL,DE-FAMILIAS-E-INSTITUCIONES-SIN-FINES-DE-LUCRO,DE-FAMILIAS-E-INSTITUCIONES-SIN-FINES-DE-LUCRO,CONTRATOS-Y-PROGRAMAS-OTRI,Contratos-y-Programas-OTRI,VR-INVESTIGACION-Y-T,FGUCM,no-informado,no-informado,no-informado,2022-01-01T00:00Z,1000000,0,1000000,0,0
010,Universidad-Complutense-de-Madrid,2022,TRANSFERENCIAS-DE-CAPITAL,DE-FAMILIAS-E-INSTITUCIONES-SIN-FINES-DE-LUCRO,DE-FAMILIAS-E-INSTITUCIONES-SIN-FINES-DE-LUCRO,OTRAS-TRANSF-DE-FAMILIAS-E-IN-SIN-FINES-DE-LUCRO,Otras-Transf-de-Familias-e-In-sin-fines-de-lucro,VR-INVESTIGACION-Y-T,FGUCM,no-informado,no-informado,no-informado,2022-01-01T00:00Z,814000,0,814000,0,0
010,Universidad-Complutense-de-Madrid,2022,TRANSFERENCIAS-DE-CAPITAL,DEL-EXTERIOR,DE-LA-UNION-EUROPEA,CONTRATOS-Y-PROGRAMAS-OTRI,Contratos-y-Programas-OTRI,VR-INVESTIGACION-Y-T,FGUCM,no-informado,no-informado,no-informado,2022-01-01T00:00Z,8233000,0,8233000,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,OTROS-INGRESOS,INGRESOS-DIVERSOS,OTROS-INGRESOS-DIVERSOS,Otros-Ingresos-Diversos,VR-INVESTIGACION-Y-T,OTRI,no-informado,no-informado,no-informado,2022-01-01T00:00Z,20000,0,20000,0,0
010,Universidad-Complutense-de-Madrid,2022,TRANSFERENCIAS-DE-CAPITAL,DE-FAMILIAS-E-INSTITUCIONES-SIN-FINES-DE-LUCRO,DE-FAMILIAS-E-INSTITUCIONES-SIN-FINES-DE-LUCRO,OTRAS-TRANSF-DE-FAMILIAS-E-IN-SIN-FINES-DE-LUCRO,Otras-Transf-de-Familias-e-In-sin-fines-de-lucro,VR-INVESTIGACION-Y-T,OTRI,no-informado,no-informado,no-informado,2022-01-01T00:00Z,5500,0,5500,0,0
010,Universidad-Complutense-de-Madrid,2022,TRANSFERENCIAS-CORRIENTES,DE-OTROS-ORGANISMOS-PUBLICOS,DE-OTROS-ORGANISMOS-PUBLICOS,OTROS-ORGANISMOS-PUBLICOS,Otros-Organismos-Publicos,VR-RR.INTERN.Y-COOP,OFICINA-RELAC-INTER,no-informado,no-informado,no-informado,2022-01-01T00:00Z,640000,0,640000,0,0
010,Universidad-Complutense-de-Madrid,2022,TRANSFERENCIAS-CORRIENTES,DE-EMPRESAS-PRIVADAS,DE-EMPRESAS-PRIVADAS,BECAS-SANTANDER-ERASMUS,Becas-Santander-Erasmus,VR-RR.INTERN.Y-COOP,OFICINA-RELAC-INTER,no-informado,no-informado,no-informado,2022-01-01T00:00Z,63100,0,63100,0,0
010,Universidad-Complutense-de-Madrid,2022,TRANSFERENCIAS-CORRIENTES,DE-EMPRESAS-PRIVADAS,DE-EMPRESAS-PRIVADAS,OTRAS-TRANSFERENCIAS-DE-EMPRESAS-PRIVADAS,Otras-Transferencias-devEmpresas-Privadas,VR-RR.INTERN.Y-COOP,OFICINA-RELAC-INTER,no-informado,no-informado,no-informado,2022-01-01T00:00Z,48000,0,48000,0,0
010,Universidad-Complutense-de-Madrid,2022,TRANSFERENCIAS-CORRIENTES,DEL-EXTERIOR,UNION-EUROPEA,DIREC-GRAL-ENSENIANZA-EXTERIOR-ACTION-JEAN-MONNET,Direc-Gral-Ensenianza-Exterior-Action-Jean-Monnet,VR-RR.INTERN.Y-COOP,OFICINA-RELAC-INTER,no-informado,no-informado,no-informado,2022-01-01T00:00Z,110000,0,110000,0,0
010,Universidad-Complutense-de-Madrid,2022,TRANSFERENCIAS-CORRIENTES,DEL-EXTERIOR,UNION-EUROPEA,PROGRAMA-ERASMUS,Programa-Erasmus,VR-RR.INTERN.Y-COOP,OFICINA-RELAC-INTER,no-informado,no-informado,no-informado,2022-01-01T00:00Z,4238897,0,4238897,0,0
010,Universidad-Complutense-de-Madrid,2022,TRANSFERENCIAS-CORRIENTES,DEL-EXTERIOR,ORGANISMOS-INTERNACIONALES,ESTADOS-UNIDOS---BECAS-CALIFORNIA,Gobierno-de-EE.UU.,VR-RR.INTERN.Y-COOP,OFICINA-RELAC-INTER,no-informado,no-informado,no-informado,2022-01-01T00:00Z,27000,0,27000,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,PRECIOS-PUBLICOS,DERECHOS-DE-MATRICULA-EN-CURSOS-Y-SEMINARIOS,CURSOS-INTERFACULTATIVOS,Cursos-Interfacultativos,VR-RR.INTERN.Y-COOP,OTROS-CENTROS,no-informado,no-informado,no-informado,2022-01-01T00:00Z,25000,0,25000,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,TASAS,TASAS-ACADEMICAS,TASAS-DE-SECRETARIA,Tasas-de-Secretaria,VR-EMPLEABILIDAD,FORMACION-PERMANENTE,no-informado,no-informado,no-informado,2022-01-01T00:00Z,200000,0,200000,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,PRECIOS-PUBLICOS,DERECHOS-DE-MATRICULA-EN-CURSOS-Y-SEMINARIOS,FORMACION-PERMANENTE,Formacion-Permanente,VR-EMPLEABILIDAD,FORMACION-PERMANENTE,no-informado,no-informado,no-informado,2022-01-01T00:00Z,7900000,0,7900000,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,PRECIOS-PUBLICOS,DERECHOS-DE-MATRICULA-EN-CURSOS-Y-SEMINARIOS,PREINSCRIPCION-FORMACION-PERMANENTE,Preinscripcion-Formacion-Permanente,VR-EMPLEABILIDAD,FORMACION-PERMANENTE,no-informado,no-informado,no-informado,2022-01-01T00:00Z,200000,0,200000,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,PRECIOS-PUBLICOS,DERECHOS-DE-MATRICULA-EN-CURSOS-Y-SEMINARIOS,FORMACION-CONTINUA,Formacion-Continua,VR-EMPLEABILIDAD,FORMACION-PERMANENTE,no-informado,no-informado,no-informado,2022-01-01T00:00Z,300000,0,300000,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,TASAS,TASAS-ACADEMICAS,TASAS-DE-SECRETARIA,Tasas-de-Secretaria,VR-ESTUDIANTES,ADMON.VR.ESTUDIANTES,no-informado,no-informado,no-informado,2022-01-01T00:00Z,3250000,0,3250000,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,PRECIOS-PUBLICOS,DERECHOS-DE-MATRICULA-EN-CURSOS-Y-SEMINARIOS,GRADOS,Grados,VR-ESTUDIANTES,ADMON.VR.ESTUDIANTES,no-informado,no-informado,no-informado,2022-01-01T00:00Z,6.769903903E7,0,6.769903903E7,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,PRECIOS-PUBLICOS,DERECHOS-DE-MATRICULA-EN-CURSOS-Y-SEMINARIOS,LECTURA-Y-MANTENIMIENTO-DE-TESIS,Lectura-y-mantenimiento-de-tesis,VR-ESTUDIANTES,ADMON.VR.ESTUDIANTES,no-informado,no-informado,no-informado,2022-01-01T00:00Z,2384260.5,0,2384260.5,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,PRECIOS-PUBLICOS,DERECHOS-DE-MATRICULA-EN-CURSOS-Y-SEMINARIOS,BECARIOS-CENTROS-PROPIOS-MEFP,Becarios-Centros-Propios-MEFP,VR-ESTUDIANTES,ADMON.VR.ESTUDIANTES,no-informado,no-informado,no-informado,2022-01-01T00:00Z,1.378206074E7,0,1.378206074E7,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,PRECIOS-PUBLICOS,DERECHOS-DE-MATRICULA-EN-CURSOS-Y-SEMINARIOS,BECARIOS-FAMILIA-NUMEROSA-MEFP,Becarios-Familia-Numerosa-MEFP,VR-ESTUDIANTES,ADMON.VR.ESTUDIANTES,no-informado,no-informado,no-informado,2022-01-01T00:00Z,5268982.49,0,5268982.49,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,PRECIOS-PUBLICOS,DERECHOS-DE-MATRICULA-EN-CURSOS-Y-SEMINARIOS,BECAS-OTROS-ORGANISMOS,Becas-Otros-Organismos,VR-ESTUDIANTES,ADMON.VR.ESTUDIANTES,no-informado,no-informado,no-informado,2022-01-01T00:00Z,217056.02,0,217056.02,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,PRECIOS-PUBLICOS,DERECHOS-DE-MATRICULA-EN-CURSOS-Y-SEMINARIOS,PRUEBAS-DE-ACCESO,Pruebas-de-Acceso,VR-ESTUDIANTES,ADMON.VR.ESTUDIANTES,no-informado,no-informado,no-informado,2022-01-01T00:00Z,1350000,0,1350000,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,PRECIOS-PUBLICOS,DERECHOS-DE-MATRICULA-EN-CURSOS-Y-SEMINARIOS,PRUEBAS-ESPECIFICAS-DE-ACCESO,Pruebas-Especificas-de-Acceso,VR-ESTUDIANTES,ADMON.VR.ESTUDIANTES,no-informado,no-informado,no-informado,2022-01-01T00:00Z,12000,0,12000,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,PRECIOS-PUBLICOS,DERECHOS-DE-MATRICULA-EN-CURSOS-Y-SEMINARIOS,MATRICULA-MASTER-UNIVERSITARIO-Y-DOCTORADO,Matricula-Master-Universitario-y-Doctorado,VR-ESTUDIANTES,ADMON.VR.ESTUDIANTES,no-informado,no-informado,no-informado,2022-01-01T00:00Z,1.333862981E7,0,1.333862981E7,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,PRECIOS-PUBLICOS,DERECHOS-DE-MATRICULA-EN-CURSOS-Y-SEMINARIOS,BECAS-COMUNIDAD-DE-MADRID,Becas-Comunidad-de-Madrid,VR-ESTUDIANTES,ADMON.VR.ESTUDIANTES,no-informado,no-informado,no-informado,2022-01-01T00:00Z,1.597787652E7,0,1.597787652E7,0,0
010,Universidad-Complutense-de-Madrid,2022,TRANSFERENCIAS-CORRIENTES,DE-COMUNIDADES-AUTONOMAS,DE-LA-COMUNIDAD-DE-MADRID,CONSEJERIA-EDUCACION-CONVENIO-PREINSCRIPCION,Consejeria-Educacion-Convenio-Preinscripcion,VR-ESTUDIANTES,ADMON.VR.ESTUDIANTES,no-informado,no-informado,no-informado,2022-01-01T00:00Z,199499.56,0,199499.56,0,0
010,Universidad-Complutense-de-Madrid,2022,TRANSFERENCIAS-CORRIENTES,DE-COMUNIDADES-AUTONOMAS,DE-LA-COMUNIDAD-DE-MADRID,OTRAS-TRANSFERENCIAS-DE-LA-COMUNIDAD-DE-MADRID,Otras-Transferencias-de-la-Comunidad-de-Madrid,VR-ESTUDIANTES,ADMON.VR.ESTUDIANTES,no-informado,no-informado,no-informado,2022-01-01T00:00Z,1059089.2,0,1059089.2,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,OTROS-INGRESOS-PROCEDENTES-DE-PRESTACION-SERVICIOS,COLEGIOS-MAYORES,ALOJAMIENTO-COLEGIALES,Alojamiento-Colegiales,VR-ESTUDIANTES,ADMON-CC-MAYORES,no-informado,no-informado,no-informado,2022-01-01T00:00Z,400000,0,400000,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,OTROS-INGRESOS,INDEMNIZACIONES-Y-COSTAS-PROCESALES,INDEMNIZACIONES-DE-ASEGURADORAS-POR-SINIESTROS,Indemnizaciones-de-Aseguradoras-por-siniestros,VR-ESTUDIANTES,ADMON-CC-MAYORES,no-informado,no-informado,no-informado,2022-01-01T00:00Z,50000,0,50000,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,VENTA-DE-BIENES,VENTA-DE-PUBLICACIONES-PROPIAS,VENTA-DE-PUBLICACIONES-UCM,Venta-de-Publicaciones-UCM,VR-CULTURA-DEP-Y-E,U-TECNICA-CULTURA,no-informado,no-informado,no-informado,2022-01-01T00:00Z,70000,0,70000,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,OTROS-INGRESOS-PROCEDENTES-DE-PRESTACION-SERVICIOS,ACTIVIDADES-DEPORTIVAS,ACTIVIDADES-DEPORTIVAS,Actividades-Deportivas,VR-CULTURA-DEP-Y-E,U-ACTIVIDADES-DEPOR,no-informado,no-informado,no-informado,2022-01-01T00:00Z,680000,0,680000,0,0
